genero,edad,area,modalidad_cursado,nombre_de_la_oferta,fecha_inicio,finalizacion
Masculino,44,Direccion general cuerpo de agentes de transito,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,42,Direccion general primer nivel de atencion,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,49,Delegacion municipal,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,33,Direccion general de obras hidricas,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,33,Secretaria de movilidad urbana y seguridad ciudadana,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,40,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,35,Recoleccion de residuos,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,43,Salud,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,41,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
NULL,NULL,Auxiliar de playa guardia y secuestros,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,40,Direccion general cuerpo de agentes de transito,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,32,Delegacion municipal,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,32,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,45,Direccion residuos peligrosos toxico y patologicos,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,32,Delegacion municipal,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,48,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,44,Delegacion municipal,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,41,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,32,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,42,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,32,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,33,Direccion general de recoleccion de residuos,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,34,Subsecretaria de turismo,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,37,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Masculino,36,Subsecretaria de transito y seguridad vial,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,34,Palacio municipal,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,31,Subsecretaria de transito,Concurso,Convocatoria interna para agentes de transito,09-06-2021,11-06-2021
Femenino,40,Direccion de orientacion laboral,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,58,Atencion al ciudadano,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,47,Subsecretaria de deportes,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,42,Subsecretaria de educacion,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,44,Direccion general de despacho,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,53,Subsecretaria de salud,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,48,Subsecretaria de salud,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,29,Direccion de habilitaciones de transporte de cargas y particulares,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,44,Saps,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Masculino,34,Saps,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,35,Direccion general rrhh,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,34,Direccion general de seguridad vial,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
NULL,NULL,Direccion general rrhh,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,59,Orquesta municipal,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,44,Saps,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,52,Direccion de coordinacion logistica y operativos,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,38,Direccion general de despacho,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,44,Secretaria hcd,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Masculino,44,Tribunal de faltas,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,46,Atencion primaria de salud,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Masculino,42,Transito y seguridad vial,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Masculino,39,Direccion de zoonosis,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,31,Direccion general de zoonosis,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,46,Saps,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,48,Guardia urbana,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,36,Saps,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,37,Juzgado de faltas,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Femenino,50,Salud,Charla,Rcp y primeros auxilios,07-07-2021,07-07-2021
Masculino,26,Direccion general de zoonosis,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,35,Direccion de agricultura periurbana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,46,Subsecretaria de educacion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,34,Direccion general de fiscalizacion urbana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,45,Personal de cupo hcd,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,47,Direccion general cuerpo de agentes de transito,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,45,Personal de cupo hcd,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,61,Hacienda,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,31,Defensoria de los vecinos,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,39,Subsecretaria de transporte urbano,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,47,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,39,Subsecretaria de transito,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,42,Direccion de inspectores de obras,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,49,Direccion general de politicas ambientales y economia social,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,41,Delegacion municipal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,37,Direccion de gestion social,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,54,Tribunal de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,39,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,-,Sin dato,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,46,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,43,direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,25,Guardia urbana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
NULL,NULL,Direccion general cuerpo de agentes de transito,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,40,Direccion general cuerpo de agentes de transito,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,42,Departamento previsional,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,50,Direccion general cuerpo de agentes de transito,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,43,Direccion general de recoleccion de residuos,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,39,Direccion general de recoleccion de residuos,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,45,Subsecretaria de transito y seguridad vial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,36,Direccion general de atencion y cercania ciudadana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,27,Departamento previsional,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
NULL,NULL,Atencion al ciudadano,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,35,Direccion general rrhh,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,37,Departamento de verificacion ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,33,Direccion de agricultura periurbana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
NULL,NULL,Agente sanitario,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,36,Direccion general de atencion y cercania ciudadana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,61,Direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,36,Direccion de personal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,54,Division de jefes oficiales,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,32,Departamento de previsional,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,53,Departamento mesa de entrada,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Subsecretaria de transito y seguridad vial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,25,Deparmento de control de asistencia,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Delegacion municipal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,64,Direccion general de atencion y cercania ciudadana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
NULL,NULL,Sin dato,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,42,Direccion general de atencion y cercania ciudadana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,31,Turismo cultura y deportes,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,44,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,34,Direccion de supervision de personal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Cdi mitai roga,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,52,Division de legajos,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,33,Direccion de empleo,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,26,Direccion de desempeno y potencial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
NULL,NULL,Atencion al ciudadano,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Guardia urbana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,53,Subsecretaria de contralor ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,37,Tribunal de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,55,Departamento de radio municipal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Caja municipal de prestamos,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,46,Direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,28,Direccion de obras particulares,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,36,Subsecretaria de transito y seguridad vial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,34,Subsecretaria de transito y seguridad vial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,51,Coordinacion de gobierno,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion general de gestion de espacios verdes,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion de inspeccion de obras,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Estacionamiento medido,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,23,Departamento via publica y espacios publicos,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,31,Subsecretaria de transito y seguridad vial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,55,Direccion gestion de deudas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,24,Direccion general de atencion y cercania ciudadana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,42,Direccion de empleo,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
NULL,NULL,Direccion de empleo,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,45,Sin dato,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,46,Subsecretaria de educacion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,47,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,49,Direccion general de politicas ambientales y economia social,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,41,Delegacion municipal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,43,direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,37,Departamento de verificacion ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,61,Direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Subsecretaria de transito y seguridad vial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,25,Deparmento de control de asistencia,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,44,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Cdi mitai roga,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,33,Direccion de empleo,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,53,Subsecretaria de contralor ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion general de gestion de espacios verdes,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion de inspeccion de obras,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Estacionamiento medido,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,55,Direccion gestion de deudas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,46,Subsecretaria de educacion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,47,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,49,Direccion general de politicas ambientales y economia social,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,41,Delegacion municipal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,37,Departamento de verificacion ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,61,Direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,25,Deparmento de control de asistencia,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,44,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Cdi mitai roga,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,53,Subsecretaria de contralor ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion general de gestion de espacios verdes,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion de inspeccion de obras,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Estacionamiento medido,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,55,Direccion gestion de deudas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,46,Subsecretaria de educacion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,47,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,49,Direccion general de politicas ambientales y economia social,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,41,Delegacion municipal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,43,direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,37,Departamento de verificacion ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,33,Direccion de agricultura periurbana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,61,Direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Subsecretaria de transito y seguridad vial,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,25,Deparmento de control de asistencia,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,44,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Cdi mitai roga,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,33,Direccion de empleo,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Guardia urbana,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,53,Subsecretaria de contralor ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,46,Direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion general de gestion de espacios verdes,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Estacionamiento medido,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,55,Direccion gestion de deudas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,46,Subsecretaria de educacion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,47,Secretaria juzgado,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,49,Direccion general de politicas ambientales y economia social,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,41,Delegacion municipal,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,43,direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,37,Departamento de verificacion ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,61,Direccion general primer nivel de atencion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,25,Deparmento de control de asistencia,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,44,Juzgado administrativo de faltas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,41,Departamento de sube control y gestion,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,29,Cdi mitai roga,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Masculino,53,Subsecretaria de contralor ambiental,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion general de gestion de espacios verdes,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Direccion de inspeccion de obras,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,44,Estacionamiento medido,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,55,Direccion gestion de deudas,Curso,Innovacion digital herramientas para la busqueda laboral,13-07-2021,13-07-2021
Femenino,52,Cultura casa del bicentenario,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
NULL,NULL,Atencion al ciudadano,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Masculino,35,Subsecretaria de contralor ambiental,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,54,Direccion de transporte,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
NULL,NULL,Atencion al ciudadano,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,29,Subsecretaria de transporte,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,33,Delegacion municipal,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,48,Subsecreraria de coordinacion de politicas sociales,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,40,Delegacion municipal,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,30,Bromatologia y saneamiento,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,45,Asesor de concejal,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,46,Delegacion municipal,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
NULL,NULL,Atencion al ciudadano,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,31,Direccion de genero y diversidad,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,42,Samun,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,66,Direccion de mediacion,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,45,Educacion,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,36,Atencion al ciudadano,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Masculino,28,Subsecretaria de politicas sociales,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
NULL,NULL,Atencion al ciudadano,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Masculino,36,Director general de carnaval,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,62,Cdi mitai roga,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
NULL,NULL,Direccion general de rrhh,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,34,Centro de informes,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Masculino,61,Salud,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
Femenino,48,Subsecretaria de politicas sociales,Charla,Conversatorio a 11 anos de la sancion de la ley de matrimonio igualitario 26618,15-07-2021,15-07-2021
